iteration: 2592
total_loss: 842.07751465
value_loss: 422.25015259
action_loss: 419.82733154
best_loss: 842.07751465
best_idx: 2592
improvement_counter: 0
training_reward_count: 2593
training_rewards:
  iteration: 0 | eps_b: 0 | mean_reward: -9.74520588 | std_reward: 9.59436607 | agent_mean_rewards: [-10.192326, -10.682436,  -7.906627, -10.987223,  -8.957417]
  iteration: 534 | eps_b: 0 | mean_reward: -8.60191059 | std_reward: 8.48355865 | agent_mean_rewards: [-8.272521, -8.531244, -8.884185, -8.245049, -9.076551]
  iteration: 535 | eps_b: 0 | mean_reward: -8.89089108 | std_reward: 9.59367943 | agent_mean_rewards: [-8.925242, -9.045541, -8.81507 , -8.844554, -8.824042]
  iteration: 536 | eps_b: 0 | mean_reward: -9.34707355 | std_reward: 9.28670406 | agent_mean_rewards: [-9.925587, -9.098247, -9.053939, -9.845419, -8.812175]
  iteration: 537 | eps_b: 0 | mean_reward: -8.53570843 | std_reward: 8.73163128 | agent_mean_rewards: [-7.788774, -8.077972, -9.394846, -8.909482, -8.507469]
  iteration: 538 | eps_b: 0 | mean_reward: -9.34499741 | std_reward: 9.79479218 | agent_mean_rewards: [ -9.661031,  -9.368891, -10.636154,  -7.723375,  -9.335533]
  iteration: 539 | eps_b: 0 | mean_reward: -9.30293465 | std_reward: 9.80528164 | agent_mean_rewards: [ -8.471778, -10.159763, -10.245729,  -9.048244,  -8.589159]
  iteration: 540 | eps_b: 0 | mean_reward: -9.01610756 | std_reward: 9.61380482 | agent_mean_rewards: [-8.93164 , -9.412265, -8.984227, -9.748222, -8.004181]
  iteration: 541 | eps_b: 0 | mean_reward: -8.36294270 | std_reward: 8.20853424 | agent_mean_rewards: [-9.847147, -7.166569, -9.566883, -7.750476, -7.483639]
  iteration: 542 | eps_b: 0 | mean_reward: -9.31130695 | std_reward: 8.72861099 | agent_mean_rewards: [ -9.78772 , -10.332325,  -9.068798,  -8.999689,  -8.368004]
  iteration: 543 | eps_b: 0 | mean_reward: -8.62609959 | std_reward: 8.52837944 | agent_mean_rewards: [-8.971272, -8.690071, -7.878593, -8.826226, -8.764335]
  iteration: 544 | eps_b: 0 | mean_reward: -8.25217056 | std_reward: 8.27257347 | agent_mean_rewards: [-9.240898, -7.835296, -8.515202, -8.602942, -7.066516]
  iteration: 545 | eps_b: 0 | mean_reward: -9.16683769 | std_reward: 10.15565681 | agent_mean_rewards: [ -9.422935, -10.237926,  -7.282472,  -8.337074, -10.553779]
  iteration: 546 | eps_b: 0 | mean_reward: -8.98244953 | std_reward: 8.82081985 | agent_mean_rewards: [-9.664153, -8.485519, -8.798952, -8.49892 , -9.464701]
  iteration: 547 | eps_b: 0 | mean_reward: -9.14195442 | std_reward: 8.90571404 | agent_mean_rewards: [ -9.290471,  -7.591936,  -9.215874, -10.136036,  -9.475452]
  iteration: 548 | eps_b: 0 | mean_reward: -8.56659985 | std_reward: 9.16278267 | agent_mean_rewards: [-8.456539, -9.790703, -7.641255, -8.592562, -8.351942]
  iteration: 549 | eps_b: 0 | mean_reward: -9.28217506 | std_reward: 8.86205101 | agent_mean_rewards: [-10.239392,  -9.621563,  -8.611523,  -8.321872,  -9.616524]
  iteration: 550 | eps_b: 0 | mean_reward: -8.72664165 | std_reward: 8.77000809 | agent_mean_rewards: [-9.435457, -9.828699, -7.033524, -8.580427, -8.755101]
  iteration: 551 | eps_b: 0 | mean_reward: -8.62269402 | std_reward: 8.96811485 | agent_mean_rewards: [-9.178998, -8.149422, -8.761536, -8.467758, -8.555753]
  iteration: 552 | eps_b: 0 | mean_reward: -9.14467812 | std_reward: 9.32905197 | agent_mean_rewards: [-9.232653, -9.850944, -9.34009 , -8.977784, -8.321918]
  iteration: 553 | eps_b: 0 | mean_reward: -8.81274700 | std_reward: 9.33212280 | agent_mean_rewards: [-7.623363, -9.527373, -8.399959, -9.258583, -9.254456]
  iteration: 554 | eps_b: 0 | mean_reward: -8.59262753 | std_reward: 8.23333263 | agent_mean_rewards: [-9.7271  , -8.636307, -8.994045, -7.809498, -7.796186]
  iteration: 555 | eps_b: 0 | mean_reward: -9.15775776 | std_reward: 9.52560806 | agent_mean_rewards: [ -8.705093,  -9.023088, -10.181967,  -7.729881, -10.148759]
  iteration: 556 | eps_b: 0 | mean_reward: -8.96720314 | std_reward: 9.35407448 | agent_mean_rewards: [-9.886488, -7.276962, -9.380234, -9.464327, -8.828002]
  iteration: 557 | eps_b: 0 | mean_reward: -8.21272659 | std_reward: 8.34632301 | agent_mean_rewards: [ -7.587181,  -8.030973,  -8.153383,  -6.973001, -10.319095]
  iteration: 558 | eps_b: 0 | mean_reward: -8.57467365 | std_reward: 8.57470512 | agent_mean_rewards: [ -7.841063,  -8.2849  ,  -8.484202,  -7.565187, -10.69802 ]
  iteration: 559 | eps_b: 0 | mean_reward: -8.37365627 | std_reward: 7.62355900 | agent_mean_rewards: [-8.750875, -8.375858, -9.014482, -7.374969, -8.352091]
  iteration: 560 | eps_b: 0 | mean_reward: -9.43391323 | std_reward: 10.38356781 | agent_mean_rewards: [ -9.130739,  -8.512144,  -9.903799, -10.271347,  -9.351534]
  iteration: 561 | eps_b: 0 | mean_reward: -9.35284901 | std_reward: 9.46750355 | agent_mean_rewards: [ -9.548705,  -9.427229,  -9.512074, -10.073827,  -8.202408]
  iteration: 562 | eps_b: 0 | mean_reward: -9.05176544 | std_reward: 9.56565094 | agent_mean_rewards: [ -9.08635 ,  -8.210068, -10.061438,  -9.693856,  -8.207113]
  iteration: 563 | eps_b: 0 | mean_reward: -8.35775375 | std_reward: 7.78255367 | agent_mean_rewards: [-8.21776 , -8.542091, -8.930552, -8.039899, -8.058471]
  iteration: 564 | eps_b: 0 | mean_reward: -8.71412277 | std_reward: 8.77448940 | agent_mean_rewards: [-8.258272, -8.805069, -8.743883, -8.962979, -8.800412]
  iteration: 565 | eps_b: 0 | mean_reward: -8.99307728 | std_reward: 8.80143356 | agent_mean_rewards: [-8.973515, -9.529062, -9.843863, -7.837971, -8.780975]
  iteration: 566 | eps_b: 0 | mean_reward: -8.15487957 | std_reward: 8.29265976 | agent_mean_rewards: [-7.798787, -9.592619, -7.842799, -7.709326, -7.830866]
  iteration: 567 | eps_b: 0 | mean_reward: -8.42893696 | std_reward: 7.85520697 | agent_mean_rewards: [-7.620051, -8.292603, -7.816456, -9.142812, -9.272761]
  iteration: 568 | eps_b: 0 | mean_reward: -8.50683308 | std_reward: 8.82636547 | agent_mean_rewards: [ -7.844141, -10.454926,  -8.010052,  -8.208621,  -8.01642 ]
  iteration: 569 | eps_b: 0 | mean_reward: -8.66321754 | std_reward: 8.87488651 | agent_mean_rewards: [-8.318725, -9.582328, -7.662478, -7.917245, -9.835308]
  iteration: 570 | eps_b: 0 | mean_reward: -8.19501495 | std_reward: 7.63584423 | agent_mean_rewards: [-7.299138, -7.989334, -8.640368, -8.37767 , -8.668564]
  iteration: 571 | eps_b: 0 | mean_reward: -8.39357281 | std_reward: 8.62238407 | agent_mean_rewards: [-8.305741, -9.386472, -7.712162, -7.750268, -8.813224]
  iteration: 572 | eps_b: 0 | mean_reward: -8.18536282 | std_reward: 7.75235891 | agent_mean_rewards: [-8.490096, -9.139734, -7.733207, -8.320101, -7.243675]
  iteration: 573 | eps_b: 0 | mean_reward: -8.55302620 | std_reward: 8.38660336 | agent_mean_rewards: [-8.462154, -7.750811, -7.85253 , -9.04493 , -9.654708]
  iteration: 574 | eps_b: 0 | mean_reward: -8.68358803 | std_reward: 9.31023312 | agent_mean_rewards: [-8.828886, -9.805434, -8.942123, -8.378124, -7.463371]
  iteration: 575 | eps_b: 0 | mean_reward: -8.73889065 | std_reward: 9.02764416 | agent_mean_rewards: [-8.185022, -8.844446, -8.108851, -8.624504, -9.931629]
  iteration: 576 | eps_b: 0 | mean_reward: -9.18811321 | std_reward: 9.97527122 | agent_mean_rewards: [ -8.692166,  -9.011139,  -8.418535, -10.276876,  -9.541844]
  iteration: 577 | eps_b: 0 | mean_reward: -8.44774818 | std_reward: 8.46602535 | agent_mean_rewards: [-9.500003, -8.070366, -8.609915, -7.928236, -8.130221]
  iteration: 578 | eps_b: 0 | mean_reward: -8.50261211 | std_reward: 9.18088627 | agent_mean_rewards: [-8.494101, -8.645073, -8.659913, -7.672524, -9.041447]
  iteration: 579 | eps_b: 0 | mean_reward: -8.37605667 | std_reward: 8.61500549 | agent_mean_rewards: [-8.759516, -8.049644, -9.34905 , -7.40058 , -8.321495]
  iteration: 580 | eps_b: 0 | mean_reward: -8.91244698 | std_reward: 9.49838448 | agent_mean_rewards: [-10.030989,  -8.849288,  -8.428545,  -8.663256,  -8.590158]
  iteration: 581 | eps_b: 0 | mean_reward: -9.49033833 | std_reward: 9.43818951 | agent_mean_rewards: [-10.033636,  -9.461102, -10.126328,  -9.403585,  -8.427038]
  iteration: 582 | eps_b: 0 | mean_reward: -9.43172646 | std_reward: 10.21641541 | agent_mean_rewards: [ -8.622414, -10.749367,  -8.406811,  -8.082542, -11.297498]
  iteration: 583 | eps_b: 0 | mean_reward: -8.88547039 | std_reward: 9.53206539 | agent_mean_rewards: [-10.015906,  -8.406544,  -8.464669,  -7.628851,  -9.911384]
  iteration: 584 | eps_b: 0 | mean_reward: -9.19035053 | std_reward: 9.54454231 | agent_mean_rewards: [-9.667533, -9.878505, -7.793317, -9.001775, -9.610621]
  iteration: 585 | eps_b: 0 | mean_reward: -8.96568394 | std_reward: 9.14166737 | agent_mean_rewards: [-8.350567, -9.738162, -9.997553, -8.9971  , -7.745035]
  iteration: 586 | eps_b: 0 | mean_reward: -8.82923412 | std_reward: 9.07490540 | agent_mean_rewards: [-8.833055, -8.345224, -8.875114, -8.128785, -9.963989]
  iteration: 587 | eps_b: 0 | mean_reward: -8.35073757 | std_reward: 8.21057129 | agent_mean_rewards: [-7.78168 , -8.621035, -9.037947, -7.880872, -8.432154]
  iteration: 588 | eps_b: 0 | mean_reward: -8.65841961 | std_reward: 8.69877148 | agent_mean_rewards: [-8.067074, -8.854709, -8.715457, -8.44885 , -9.206009]
  iteration: 589 | eps_b: 0 | mean_reward: -9.05586338 | std_reward: 8.91380501 | agent_mean_rewards: [ -9.197638, -10.430476,  -7.964259,  -9.056337,  -8.63061 ]
  iteration: 590 | eps_b: 0 | mean_reward: -9.76934528 | std_reward: 10.34469986 | agent_mean_rewards: [-10.52146 , -10.448753,  -8.370881,  -9.865703,  -9.639929]
  iteration: 591 | eps_b: 0 | mean_reward: -8.36487865 | std_reward: 8.32017612 | agent_mean_rewards: [-7.815681, -8.278632, -9.70261 , -7.74576 , -8.281707]
  iteration: 592 | eps_b: 0 | mean_reward: -8.88321590 | std_reward: 9.87543488 | agent_mean_rewards: [-10.379993,  -8.552134,  -6.90173 ,  -8.534142, -10.048079]
  iteration: 593 | eps_b: 0 | mean_reward: -8.73502541 | std_reward: 8.83443069 | agent_mean_rewards: [-9.144336, -8.125519, -8.774837, -8.836123, -8.794312]
  iteration: 594 | eps_b: 0 | mean_reward: -8.91801739 | std_reward: 9.08094215 | agent_mean_rewards: [ -9.300915,  -8.853326,  -8.857405, -10.028858,  -7.549582]
  iteration: 595 | eps_b: 0 | mean_reward: -9.17013168 | std_reward: 9.97602749 | agent_mean_rewards: [-8.919235, -9.313556, -8.503653, -9.851334, -9.262881]
  iteration: 596 | eps_b: 0 | mean_reward: -8.87095833 | std_reward: 9.20258141 | agent_mean_rewards: [ -9.436662, -10.209079,  -8.194725,  -9.366028,  -7.148292]
  iteration: 597 | eps_b: 0 | mean_reward: -8.78765869 | std_reward: 9.12440014 | agent_mean_rewards: [-8.123301, -8.403351, -9.090885, -8.584422, -9.736334]
  iteration: 598 | eps_b: 0 | mean_reward: -9.33957577 | std_reward: 9.29041004 | agent_mean_rewards: [-9.996862, -9.406298, -9.768833, -8.126045, -9.399841]
  iteration: 599 | eps_b: 0 | mean_reward: -9.00871944 | std_reward: 9.93255901 | agent_mean_rewards: [-9.095255, -8.96375 , -9.256771, -9.796556, -7.931261]
  iteration: 600 | eps_b: 0 | mean_reward: -9.25752449 | std_reward: 10.03356075 | agent_mean_rewards: [-9.760115, -9.050807, -9.188519, -8.413252, -9.874928]
  iteration: 601 | eps_b: 0 | mean_reward: -8.58718204 | std_reward: 9.50020313 | agent_mean_rewards: [-8.123763, -8.385483, -9.378196, -7.966358, -9.082109]
  iteration: 602 | eps_b: 0 | mean_reward: -8.40977383 | std_reward: 8.16042328 | agent_mean_rewards: [-9.132803, -8.843037, -8.210102, -7.833356, -8.029567]
  iteration: 603 | eps_b: 0 | mean_reward: -8.71459484 | std_reward: 9.60741234 | agent_mean_rewards: [-8.09955 , -8.582259, -9.22452 , -8.543527, -9.123121]
  iteration: 604 | eps_b: 0 | mean_reward: -8.28412819 | std_reward: 8.28095436 | agent_mean_rewards: [-8.350704, -9.101297, -7.598691, -7.649644, -8.720303]
  iteration: 605 | eps_b: 0 | mean_reward: -8.78609848 | std_reward: 9.68552685 | agent_mean_rewards: [ -8.05261 ,  -9.502587, -10.517367,  -8.275641,  -7.582287]
  iteration: 606 | eps_b: 0 | mean_reward: -9.09746933 | std_reward: 9.28407478 | agent_mean_rewards: [ -8.653742,  -7.983808,  -9.542934,  -9.121696, -10.185164]
  iteration: 607 | eps_b: 0 | mean_reward: -8.76818275 | std_reward: 8.75419426 | agent_mean_rewards: [-8.320337, -9.912163, -8.83216 , -8.715876, -8.060379]
  iteration: 608 | eps_b: 0 | mean_reward: -8.64176846 | std_reward: 8.13380718 | agent_mean_rewards: [-9.059183, -8.629572, -8.378927, -8.43319 , -8.707972]
  iteration: 609 | eps_b: 0 | mean_reward: -8.46038723 | std_reward: 8.69478226 | agent_mean_rewards: [-7.721025, -9.03072 , -7.801412, -8.797267, -8.951507]
  iteration: 610 | eps_b: 0 | mean_reward: -9.26318359 | std_reward: 9.49575806 | agent_mean_rewards: [-10.865183,  -8.408352,  -9.031183,  -8.719935,  -9.291262]
  iteration: 611 | eps_b: 0 | mean_reward: -8.71115017 | std_reward: 8.69846630 | agent_mean_rewards: [-8.62541 , -8.033464, -9.266068, -8.616409, -9.014393]
  iteration: 612 | eps_b: 0 | mean_reward: -8.86646557 | std_reward: 9.27059364 | agent_mean_rewards: [ -9.043768, -10.228235,  -8.470301,  -8.317642,  -8.272381]
  iteration: 613 | eps_b: 0 | mean_reward: -8.43199444 | std_reward: 8.65361786 | agent_mean_rewards: [-8.976756, -8.459749, -8.173901, -8.892422, -7.657148]
  iteration: 614 | eps_b: 0 | mean_reward: -8.75035095 | std_reward: 8.94923878 | agent_mean_rewards: [-9.610546, -8.812542, -8.609747, -8.669605, -8.049314]
  iteration: 615 | eps_b: 0 | mean_reward: -8.29520130 | std_reward: 8.17211151 | agent_mean_rewards: [-7.704144, -8.857046, -9.121436, -7.932956, -7.860426]
  iteration: 616 | eps_b: 0 | mean_reward: -8.63773251 | std_reward: 9.25008774 | agent_mean_rewards: [-8.795155, -8.417416, -8.727296, -8.438055, -8.81074 ]
  iteration: 617 | eps_b: 0 | mean_reward: -9.21923828 | std_reward: 8.70706272 | agent_mean_rewards: [ -7.966259,  -9.652659, -10.544599,  -9.451043,  -8.481632]
  iteration: 618 | eps_b: 0 | mean_reward: -8.31011677 | std_reward: 8.77794743 | agent_mean_rewards: [-7.480714, -8.037021, -8.939962, -8.586288, -8.506598]
  iteration: 619 | eps_b: 0 | mean_reward: -8.59146404 | std_reward: 8.63436794 | agent_mean_rewards: [-8.950858, -9.246975, -8.69146 , -8.126764, -7.941264]
  iteration: 620 | eps_b: 0 | mean_reward: -8.20784950 | std_reward: 7.87120962 | agent_mean_rewards: [ -7.182433,  -8.442352,  -7.414474,  -7.92552 , -10.074463]
  iteration: 621 | eps_b: 0 | mean_reward: -9.17468166 | std_reward: 9.26066780 | agent_mean_rewards: [ -8.258749,  -8.44099 ,  -9.888155,  -9.196089, -10.08942 ]
  iteration: 622 | eps_b: 0 | mean_reward: -9.15791321 | std_reward: 10.00840473 | agent_mean_rewards: [-9.498005, -8.60167 , -9.830288, -8.378729, -9.480875]
  iteration: 623 | eps_b: 0 | mean_reward: -8.58343029 | std_reward: 9.15726948 | agent_mean_rewards: [ -8.095695,  -7.638734, -10.468069,  -8.782546,  -7.932107]
  iteration: 624 | eps_b: 0 | mean_reward: -8.33945847 | std_reward: 9.09609604 | agent_mean_rewards: [-7.74514 , -9.140868, -8.195361, -8.867967, -7.747957]
  iteration: 625 | eps_b: 0 | mean_reward: -8.97069550 | std_reward: 9.12765694 | agent_mean_rewards: [-8.79208 , -8.130356, -9.577858, -8.638827, -9.714355]
  iteration: 626 | eps_b: 0 | mean_reward: -8.53383636 | std_reward: 8.28141880 | agent_mean_rewards: [-8.59859 , -8.575111, -9.60838 , -7.949944, -7.937156]
  iteration: 627 | eps_b: 0 | mean_reward: -9.09052944 | std_reward: 10.11486721 | agent_mean_rewards: [ -8.388557,  -9.613315,  -7.446388,  -8.825223, -11.179166]
  iteration: 628 | eps_b: 0 | mean_reward: -8.86295319 | std_reward: 8.41380978 | agent_mean_rewards: [ -8.206975, -10.017935,  -9.146919,  -8.503238,  -8.439696]
  iteration: 629 | eps_b: 0 | mean_reward: -8.24441147 | std_reward: 8.43691826 | agent_mean_rewards: [-7.152338, -9.051203, -8.120305, -8.051203, -8.847013]
  iteration: 630 | eps_b: 0 | mean_reward: -8.67934322 | std_reward: 8.45709515 | agent_mean_rewards: [-8.561436, -8.614175, -9.1884  , -8.093297, -8.939406]
  iteration: 631 | eps_b: 0 | mean_reward: -8.87881184 | std_reward: 8.60607147 | agent_mean_rewards: [-9.382792, -9.365622, -9.469048, -8.020233, -8.156363]
  iteration: 632 | eps_b: 0 | mean_reward: -8.86650085 | std_reward: 8.99224472 | agent_mean_rewards: [-9.51939 , -9.430844, -7.659693, -8.433643, -9.288929]
  iteration: 633 | eps_b: 0 | mean_reward: -8.72771454 | std_reward: 9.36473560 | agent_mean_rewards: [-9.250125, -8.020735, -8.931059, -8.211143, -9.225509]
  iteration: 634 | eps_b: 0 | mean_reward: -8.81860161 | std_reward: 9.23977470 | agent_mean_rewards: [-8.577421, -9.403763, -8.987873, -8.154362, -8.969586]
  iteration: 635 | eps_b: 0 | mean_reward: -8.16932583 | std_reward: 8.19473648 | agent_mean_rewards: [-8.001139, -7.037338, -9.066335, -8.422042, -8.319777]
  iteration: 636 | eps_b: 0 | mean_reward: -9.39774323 | std_reward: 9.87526226 | agent_mean_rewards: [ -9.295419,  -9.386215,  -8.525125,  -9.205419, -10.576539]
  iteration: 637 | eps_b: 0 | mean_reward: -8.77084541 | std_reward: 9.42835999 | agent_mean_rewards: [ -8.720678,  -8.70117 ,  -8.433316,  -7.337323, -10.661736]
  iteration: 638 | eps_b: 0 | mean_reward: -8.46679974 | std_reward: 9.45053387 | agent_mean_rewards: [-7.965618, -8.443735, -8.540469, -9.221464, -8.162708]
  iteration: 639 | eps_b: 0 | mean_reward: -8.64019489 | std_reward: 8.89389992 | agent_mean_rewards: [-8.598326, -8.879616, -9.211414, -7.916564, -8.595055]
  iteration: 640 | eps_b: 0 | mean_reward: -8.81521225 | std_reward: 8.81640625 | agent_mean_rewards: [ -8.254739,  -8.936544, -10.145533,  -8.138992,  -8.600255]
  iteration: 641 | eps_b: 0 | mean_reward: -8.99642944 | std_reward: 8.59566784 | agent_mean_rewards: [-9.538338, -9.323124, -8.890963, -8.434762, -8.794961]
  iteration: 642 | eps_b: 0 | mean_reward: -9.32895660 | std_reward: 9.73708630 | agent_mean_rewards: [-10.193443,  -8.970537,  -9.916036,  -8.623291,  -8.941474]
  iteration: 643 | eps_b: 0 | mean_reward: -8.33517742 | std_reward: 8.36656284 | agent_mean_rewards: [-9.428219, -8.545133, -7.495079, -7.317205, -8.890252]
  iteration: 644 | eps_b: 0 | mean_reward: -8.92128181 | std_reward: 9.71776104 | agent_mean_rewards: [ -8.207019,  -8.725641,  -7.68911 , -10.519675,  -9.464966]
  iteration: 645 | eps_b: 0 | mean_reward: -8.82495594 | std_reward: 9.97317028 | agent_mean_rewards: [-9.17931 , -8.52696 , -8.55853 , -9.873934, -7.986045]
  iteration: 646 | eps_b: 0 | mean_reward: -9.08530331 | std_reward: 10.10682869 | agent_mean_rewards: [ -9.046105,  -9.402544, -10.690272,  -8.570156,  -7.717436]
  iteration: 647 | eps_b: 0 | mean_reward: -8.21065426 | std_reward: 8.90550900 | agent_mean_rewards: [-8.793021, -7.487988, -9.140094, -9.028395, -6.603774]
  iteration: 648 | eps_b: 0 | mean_reward: -8.77503109 | std_reward: 9.23213196 | agent_mean_rewards: [-10.231647,  -8.492626,  -7.415066,  -8.511438,  -9.224375]
  iteration: 649 | eps_b: 0 | mean_reward: -8.26116848 | std_reward: 8.50762653 | agent_mean_rewards: [-8.669865, -8.685167, -9.334337, -7.839448, -6.777026]
  iteration: 650 | eps_b: 0 | mean_reward: -8.93173122 | std_reward: 9.07242107 | agent_mean_rewards: [-9.522106, -8.866735, -7.930508, -9.19562 , -9.143689]
  iteration: 651 | eps_b: 0 | mean_reward: -9.13604736 | std_reward: 9.30639553 | agent_mean_rewards: [-10.757789,  -9.097916,  -8.937101,  -8.884892,  -8.002543]
  iteration: 652 | eps_b: 0 | mean_reward: -8.45869446 | std_reward: 8.72391415 | agent_mean_rewards: [-7.814775, -8.687887, -9.206347, -8.339837, -8.244621]
  iteration: 653 | eps_b: 0 | mean_reward: -8.56365776 | std_reward: 8.84490395 | agent_mean_rewards: [-9.268604, -8.499949, -8.644502, -8.640606, -7.764625]
  iteration: 654 | eps_b: 0 | mean_reward: -8.35012531 | std_reward: 9.38238811 | agent_mean_rewards: [-8.744717, -9.332975, -7.373863, -7.285439, -9.01363 ]
  iteration: 655 | eps_b: 0 | mean_reward: -8.32529640 | std_reward: 8.88604164 | agent_mean_rewards: [-7.915778, -8.270275, -8.992058, -7.869504, -8.578863]
  iteration: 656 | eps_b: 0 | mean_reward: -8.84113216 | std_reward: 9.53859901 | agent_mean_rewards: [ -7.182246, -10.046037,  -8.679374,  -8.07512 , -10.222883]
  iteration: 657 | eps_b: 0 | mean_reward: -7.74332905 | std_reward: 7.83478117 | agent_mean_rewards: [-7.767905, -7.766768, -7.020721, -8.444302, -7.716951]
  iteration: 658 | eps_b: 0 | mean_reward: -8.63315773 | std_reward: 9.03721523 | agent_mean_rewards: [-9.542169, -9.456221, -7.777262, -7.544656, -8.845479]
  iteration: 659 | eps_b: 0 | mean_reward: -9.13989735 | std_reward: 10.40668392 | agent_mean_rewards: [ -9.456503,  -9.298728, -10.141589,  -8.722124,  -8.080542]
  iteration: 660 | eps_b: 0 | mean_reward: -9.15492725 | std_reward: 9.19257450 | agent_mean_rewards: [ -8.164454,  -9.254129,  -8.993177,  -8.902991, -10.45988 ]
  iteration: 661 | eps_b: 0 | mean_reward: -8.50668335 | std_reward: 8.65148163 | agent_mean_rewards: [-8.614091, -7.213275, -8.323974, -8.586037, -9.796038]
  iteration: 662 | eps_b: 0 | mean_reward: -8.71897316 | std_reward: 9.11930370 | agent_mean_rewards: [-8.376717, -7.789712, -9.610908, -9.520041, -8.297489]
  iteration: 663 | eps_b: 0 | mean_reward: -8.45142365 | std_reward: 8.42764282 | agent_mean_rewards: [-8.10712 , -9.436995, -8.270482, -8.335524, -8.106997]
  iteration: 664 | eps_b: 0 | mean_reward: -9.05352688 | std_reward: 9.17959690 | agent_mean_rewards: [-9.134918, -8.445606, -8.357096, -9.413175, -9.916836]
  iteration: 665 | eps_b: 0 | mean_reward: -8.08590603 | std_reward: 9.29906750 | agent_mean_rewards: [-8.741492, -8.18009 , -7.30435 , -9.272261, -6.931334]
  iteration: 666 | eps_b: 0 | mean_reward: -9.05405903 | std_reward: 9.11495304 | agent_mean_rewards: [-10.301097,  -8.969484,  -9.06286 ,  -7.866737,  -9.07012 ]
  iteration: 667 | eps_b: 0 | mean_reward: -8.57426357 | std_reward: 9.30586052 | agent_mean_rewards: [-8.307437, -7.905516, -8.523175, -8.525356, -9.609836]
  iteration: 668 | eps_b: 0 | mean_reward: -8.30596352 | std_reward: 8.11462975 | agent_mean_rewards: [-8.832486, -7.380167, -9.156384, -8.620332, -7.54045 ]
  iteration: 669 | eps_b: 0 | mean_reward: -8.83528423 | std_reward: 8.82742500 | agent_mean_rewards: [-10.770872,  -7.883727,  -8.855051,  -7.902323,  -8.764453]
  iteration: 670 | eps_b: 0 | mean_reward: -8.35103512 | std_reward: 8.15442276 | agent_mean_rewards: [-7.671781, -7.334723, -9.04666 , -9.112592, -8.589416]
  iteration: 671 | eps_b: 0 | mean_reward: -8.89333630 | std_reward: 9.18294430 | agent_mean_rewards: [-9.007295, -9.745376, -9.778615, -8.412109, -7.523288]
  iteration: 672 | eps_b: 0 | mean_reward: -8.34315968 | std_reward: 8.61242867 | agent_mean_rewards: [-9.334641, -7.265315, -7.672378, -8.545818, -8.897645]
  iteration: 673 | eps_b: 0 | mean_reward: -7.98886728 | std_reward: 8.01199436 | agent_mean_rewards: [-7.590302, -8.034872, -7.1981  , -8.7978  , -8.323257]
  iteration: 674 | eps_b: 0 | mean_reward: -8.93581295 | std_reward: 9.04334545 | agent_mean_rewards: [ -9.514563,  -7.889828,  -8.050724, -10.027348,  -9.196599]
  iteration: 675 | eps_b: 0 | mean_reward: -9.26801205 | std_reward: 9.79123878 | agent_mean_rewards: [ -9.08677 ,  -9.565959,  -8.37353 ,  -9.255751, -10.05805 ]
  iteration: 676 | eps_b: 0 | mean_reward: -9.46520519 | std_reward: 10.20464325 | agent_mean_rewards: [ -9.25318 ,  -9.67234 , -10.403988,  -8.313806,  -9.682713]
  iteration: 677 | eps_b: 0 | mean_reward: -8.98210812 | std_reward: 9.46159267 | agent_mean_rewards: [-9.744743, -9.1502  , -7.640203, -9.160515, -9.214875]
  iteration: 678 | eps_b: 0 | mean_reward: -8.89301968 | std_reward: 8.50438499 | agent_mean_rewards: [-9.292973, -8.608583, -8.453923, -8.737029, -9.372587]
  iteration: 679 | eps_b: 0 | mean_reward: -8.46618938 | std_reward: 8.96895218 | agent_mean_rewards: [-7.289463, -9.348886, -9.505217, -8.785516, -7.401861]
  iteration: 680 | eps_b: 0 | mean_reward: -9.06341934 | std_reward: 8.93990707 | agent_mean_rewards: [-8.852122, -9.328424, -9.708241, -9.022203, -8.406104]
  iteration: 681 | eps_b: 0 | mean_reward: -8.49383163 | std_reward: 8.94607449 | agent_mean_rewards: [ -8.431549, -10.282831,  -7.616606,  -7.990665,  -8.147509]
  iteration: 682 | eps_b: 0 | mean_reward: -8.82190704 | std_reward: 9.76211357 | agent_mean_rewards: [-8.198314, -9.395928, -8.066903, -8.872001, -9.576387]
  iteration: 683 | eps_b: 0 | mean_reward: -8.82563019 | std_reward: 8.69800854 | agent_mean_rewards: [-8.938937, -8.994633, -8.686759, -8.521656, -8.986164]
  iteration: 684 | eps_b: 0 | mean_reward: -8.59720039 | std_reward: 9.75819111 | agent_mean_rewards: [-8.821541, -8.116857, -9.684962, -8.103612, -8.259027]
  iteration: 685 | eps_b: 0 | mean_reward: -8.21110821 | std_reward: 8.31618595 | agent_mean_rewards: [-7.68266 , -8.721874, -7.042264, -9.319   , -8.289746]
  iteration: 686 | eps_b: 0 | mean_reward: -8.74775791 | std_reward: 9.09928131 | agent_mean_rewards: [-8.127101, -8.667505, -9.223633, -8.432829, -9.28772 ]
  iteration: 687 | eps_b: 0 | mean_reward: -8.44472980 | std_reward: 8.50866699 | agent_mean_rewards: [-8.487331, -9.66798 , -7.903356, -7.548623, -8.616358]
  iteration: 688 | eps_b: 0 | mean_reward: -8.56746101 | std_reward: 8.65173721 | agent_mean_rewards: [-9.951745, -9.124681, -7.203842, -8.426938, -8.130096]
